Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y,Total_Enrolments,Year 7 Total,Year 8 Total,Year 9 Total,Year 10 Total,Year 11 Total,Year 12 Total,Median_VCE_Study_Score,Pct_Study_Scores_40plus,Pct_VCE_VTAC_Applications,X,Y,LGA_Name
Independent,2,1932,Castlemaine Steiner School & Kindergarten,Pri/Sec,O,11 Rilens Rd,,MUCKLEFORD,VIC,3451,PO Box 473,,CASTLEMAINE,VIC,3450,03 5479 2000,NORTH-WESTERN VICTORIA,Loddon Campaspe,543,Mount Alexander,Non Metro,144.156687,-37.081883,30,16,14,0,0,0,0,,,,144.156687,-37.081883,Mount Alexander
Independent,2,1934,St Mary's Coptic Orthodox College,Pri/Sec,O,19-35 Thorpdale Avenue,,COOLAROO,VIC,3048,PO Box 19,,DALLAS,VIC,3048,03 9301 0999,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.931212,-37.65583,520,118,89,84,86,73,70,,,,144.931212,-37.65583,Hume
Independent,2,1936,Minaret College,Pri/Sec,O,36-38 Lewis Street,,SPRINGVALE,VIC,3171,PO Box 264,,SPRINGVALE,VIC,3171,03 9574 0567,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong,Metro,145.148625,-37.93904,1200,225,236,186,193,183,177,28,3.7,95,145.148625,-37.93904,Greater Dandenong
Independent,2,1937,Victory Lutheran College,Pri/Sec,O,28 Drage Road,,WODONGA,VIC,3690,PO Box 822,,WODONGA WEST,VIC,3689,02 6057 5859,NORTH-EASTERN VICTORIA,Ovens Murray,717,Wodonga,Non Metro,146.8452849,-36.11673443,449,97,79,78,76,63,56,28,1.8,49,146.8452849,-36.11673443,Wodonga
Independent,2,1939,Girton Grammar School,Pri/Sec,O,22 Vine Street,,BENDIGO,VIC,3550,22 Vine Street,,BENDIGO,VIC,3550,03 5441 3114,NORTH-WESTERN VICTORIA,Loddon Campaspe,262,Greater Bendigo,Non Metro,144.2727264,-36.762612,757,150,146,113,137,122,89,31,9.4,80,144.2727264,-36.762612,Greater Bendigo
Independent,2,1942,Casey Grammar School,Pri/Sec,O,3 New Holland Drive,,CRANBOURNE EAST,VIC,3977,PO Box 302,,CRANBOURNE EAST,VIC,3977,03 5991 0800,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.2928988,-38.11029539,598,106,104,98,99,100,91,30,6.2,87,145.2928988,-38.11029539,Casey
Independent,2,1946,Victory Christian College,Pri/Sec,O,6 Kairn Road,,STRATHDALE,VIC,3550,6 Kairn Road,,STRATHDALE,VIC,3550,03 5445 2600,NORTH-WESTERN VICTORIA,Loddon Campaspe,262,Greater Bendigo,Non Metro,144.313456,-36.782625,484,108,109,81,77,56,53,29,7.3,63,144.313456,-36.782625,Greater Bendigo
Independent,2,1947,Ilim College,Pri/Sec,O,30 Inverloch Crescent,,BROADMEADOWS,VIC,3047,PO Box 150,,DALLAS,VIC,3047,03 9302 3770,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.930072,-37.668621,1186,231,226,207,196,164,162,27,5.2,94,144.930072,-37.668621,Hume
Independent,2,1953,Kardinia International College,Pri/Sec,O,29-31 Kardinia Drive,,BELL POST HILL,VIC,3215,PO Box 17,,GEELONG,VIC,3215,03 5278 9999,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.327997,-38.109881,1433,251,247,228,228,241,238,,,,144.327997,-38.109881,Greater Geelong
Independent,2,1957,Good News Lutheran College,Pri/Sec,O,580 Tarneit Road,,TARNEIT,VIC,3029,PO Box 2193,,WERRIBEE,VIC,3030,03 8742 9000,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.666605,-37.855248,772,131,131,133,133,135,109,31,7.4,99,144.666605,-37.855248,Wyndham
Independent,2,1958,Sirius College,Pri/Sec,O,Goulburn Street,,BROADMEADOWS,VIC,3047,PO Box 552,,DALLAS,VIC,3047,03 9301 5800,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.9356383,-37.68471741,1748,316,306,314,291,278,243,,,,144.9356383,-37.68471741,Hume
Independent,2,1960,Red Rock Christian College,Pri/Sec,O,340 Settlement Road,,SUNBURY,VIC,3429,PO Box 455,,SUNBURY,VIC,3429,03 9740 5400,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.706022,-37.519099,113,22,21,21,18,13,18,27,0.0,27,144.706022,-37.519099,Hume
Independent,2,1964,Shepparton Christian College Ltd,Pri/Sec,O,155 Verney Road,,SHEPPARTON,VIC,3630,155 Verney Road,,SHEPPARTON,VIC,3630,03 5831 7790,NORTH-EASTERN VICTORIA,Goulburn,283,Greater Shepparton,Non Metro,145.415979,-36.353866,183,34,44,29,36,26,14,,,,145.415979,-36.353866,Greater Shepparton
Independent,2,1965,Darul Ulum College of Victoria,Pri/Sec,O,17 Baird Street,,FAWKNER NORTH,VIC,3060,PO Box 130,,FAWKNER,VIC,3060,03 9355 6800,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.971692,-37.705178,504,106,90,108,80,74,45,31,7.3,59,144.971692,-37.705178,Merri-bek
Independent,2,1966,St Thomas Aquinas College,Pri/Sec,O,1 Tynong Road,,TYNONG,VIC,3813,P.O. Box 500,,TYNONG,VIC,3813,03 5629 2500,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia,Metro,145.6236872,-38.08322193,101,17,24,14,16,14,16,26,0.0,55,145.6236872,-38.08322193,Cardinia
Independent,2,1969,Bairnsdale Christian College,Pri/Sec,O,101 Bairnsdale/Dargo Road,,BAIRNSDALE,VIC,3875,P.O. Box 1139,,BAIRNSDALE,VIC,3875,03 5153 0079,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland,Non Metro,147.578345,-37.841223,31,12,10,7,2,0,0,,,,147.578345,-37.841223,East Gippsland
Independent,2,1972,East Preston Islamic College,Pri/Sec,O,55 Tyler Street,,EAST PRESTON,VIC,3072,PO Box 8217,NORTHLAND CENTRE,EAST PRESTON,VIC,3072,03 9478 3323,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin,Metro,145.0362184,-37.73395414,256,70,56,52,38,25,15,21,0.0,33,145.0362184,-37.73395414,Darebin
Independent,2,1978,Aitken College,Pri/Sec,O,1010 Mickleham Road,,GREENVALE,VIC,3059,PO Box 2018,,GREENVALE,VIC,3059,03 9333 9100,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.890698,-37.627709,912,156,156,154,155,150,141,28,4.6,91,144.890698,-37.627709,Hume
Independent,2,1981,Alia College,Secondary,O,405 Tooronga Road,,HAWTHORN EAST,VIC,3123,405 Tooronga Road,Box 10,HAWTHORN EAST,VIC,3123,03 9822 9622,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.045173,-37.843225,91,4,13,10,23,27,14,24,2.1,38,145.045173,-37.843225,Boroondara
Independent,2,1989,Global Village Learning,Pri/Sec,O,57 Barringo Road,,NEW GISBORNE,VIC,3438,PO Box 43,,GISBORNE,VIC,3437,03 5428 4520,NORTH-WESTERN VICTORIA,Loddon Campaspe,413,Macedon Ranges,Non Metro,144.6000093,-37.45338955,62,13,20,12,14,3,0,,,,144.6000093,-37.45338955,Macedon Ranges
Independent,2,1990,Mt Hira College,Pri/Sec,O,185 Perry Road,,KEYSBOROUGH,VIC,3173,185 Perry Road,,KEYSBOROUGH,VIC,3173,03 9709 0100,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong,Metro,145.175471,-38.013991,408,69,77,73,73,59,57,29,0.0,69,145.175471,-38.013991,Greater Dandenong
Independent,2,1998,OneSchool Global Vic,Pri/Sec,O,775 High Street,,MELTON WEST,VIC,3337,775 High Street,,MELTON WEST,VIC,3337,03 8199 8277,NORTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.228738,-36.781544,322,52,58,49,46,53,64,31,7.6,2,144.228738,-36.781544,Melton
Independent,2,2000,Geelong Baptist College,Pri/Sec,O,590 Anakie Road,,LOVELY BANKS,VIC,3221,590 Anakie Road,,LOVELY BANKS,VIC,3221,03 5276 1674,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.330286,-38.067137,146,16,32,24,29,12,33,24,2.5,44,144.330286,-38.067137,Greater Geelong
Independent,2,2003,Mildura Christian College,Pri/Sec,O,1291 Karadoc Ave,,IRYMPLE,VIC,3498,PO Box 42,,IRYMPLE,VIC,3498,03 5024 5310,NORTH-WESTERN VICTORIA,Mallee,478,Mildura,Non Metro,142.145318,-34.247423,35,10,10,9,6,0,0,,,,142.145318,-34.247423,Mildura
Independent,2,2016,Ozford College,Secondary,O,123-129 Lonsdale Street,310 King Street,MELBOURNE,VIC,3000,123-129 Lonsdale Street,310 King Street,MELBOURNE,VIC,3000,03 8663 7188,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne,Metro,144.954425,-37.812887,99,0,0,0,5,41,53,20,0.0,38,144.954425,-37.812887,Melbourne
Independent,2,2019,Yesodei HaTorah College,Pri/Sec,O,39 Dickens Street,,ELWOOD,VIC,3184,39 Dickens Street,,ELWOOD,VIC,3184,03 9531 3203,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip,Metro,144.983491,-37.873227,74,11,13,15,9,18,8,28,7.9,63,144.983491,-37.873227,Port Phillip
Independent,2,2024,Holmes Grammar School,Secondary,O,185 Spring Street,,MELBOURNE,VIC,3000,185 Spring Street,,MELBOURNE,VIC,3000,03 9662 2055,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne,Metro,144.972271,-37.810302,59,0,0,0,0,18,41,28,0.0,39,144.972271,-37.810302,Melbourne
Independent,2,2035,Lakeside College,Pri/Sec,O,2 Portobello Road,,PAKENHAM,VIC,3810,2 Portobello Road,,PAKENHAM,VIC,3810,03 5941 7544,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia,Metro,145.4559279,-38.06492414,316,73,52,65,46,42,38,,,,145.4559279,-38.06492414,Cardinia
Independent,2,2043,Balcombe Grammar School,Pri/Sec,O,389 Nepean Hwy,,MT MARTHA,VIC,3934,PO Box 607,,MT MARTHA,VIC,3934,03 5970 1100,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula,Metro,145.0326885,-38.27325431,613,103,101,104,111,99,95,30,5.2,76,145.0326885,-38.27325431,Mornington Peninsula
Independent,2,2045,Ballarat Christian College,Pri/Sec,O,Yarrowee & Vickers Streets,,SEBASTOPOL,VIC,3356,PO Box 183,,SEBASTOPOL,VIC,3356,03 5337 5900,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat,Non Metro,143.8438075,-37.59292494,228,56,37,46,42,25,22,25,0.0,63,143.8438075,-37.59292494,Ballarat
Independent,2,2052,Hume Anglican Grammar,Pri/Sec,O,100 Mount Ridley Road,,MICKLEHAM,VIC,3064,PO Box 338,,CRAIGIEBURN,VIC,3064,03 8339 6900,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.931253,-37.56798,1298,308,279,278,157,138,138,30,9.4,92,144.931253,-37.56798,Hume
Independent,2,2054,Lighthouse Christian College Cranbourne,Pri/Sec,O,1785 South Gippsland Hwy,,CRANBOURNE,VIC,3977,PO Box 5693,,CRANBOURNE,VIC,3977,03 5996 1588,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.3073,-38.14,446,119,78,69,68,66,46,,,,145.3073,-38.14,Casey
Independent,2,2056,Geelong Lutheran College,Pri/Sec,O,2 - 38 Burvilles Road,,ARMSTRONG CREEK,VIC,3217,PO Box 1741,,GEELONG,VIC,3220,03 5264 1038,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.337067,-38.230458,634,126,118,118,103,84,85,30,6.2,61,144.337067,-38.230458,Greater Geelong
Independent,2,2061,Al Siraat College,Pri/Sec,O,45 Harvest Home Road,,EPPING,VIC,3076,45 Harvest Home Road,,EPPING,VIC,3076,03 9407 7000,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.0375337,-37.62426056,673,159,140,129,107,76,62,31,6.8,98,145.0375337,-37.62426056,Whittlesea
Independent,2,2064,Woodleigh School,Pri/Sec,O,485 Golf Links Road,,LANGWARRIN SOUTH,VIC,3911,485 Golf Links Road,,LANGWARRIN SOUTH,VIC,3911,03 5971 6100,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston,Metro,145.174648,-38.1926,611,102,115,110,102,85,97,31,6.5,84,145.174648,-38.1926,Frankston
Independent,2,2065,Shepparton ACE Secondary College,Secondary,O,123-129 Maude Street,,SHEPPARTON,VIC,3630,PO Box 6146,,SHEPPARTON,VIC,3630,03 5831 4029,NORTH-EASTERN VICTORIA,Goulburn,283,Greater Shepparton,Non Metro,145.401697,-36.37766,103,22,24,15,17,17,8,,,,145.401697,-36.37766,Greater Shepparton
Independent,2,2071,Heritage College Knox,Pri/Sec,O,977-985 Burwood Highway,,FERNTREE GULLY,VIC,3156,PO Box 441,,BORONIA,VIC,3155,03 9739 8126,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox,Metro,145.286487,-37.887291,90,20,23,24,12,10,1,,,,145.286487,-37.887291,Knox
Independent,2,2072,Melbourne Grammar School,Pri/Sec,O,355 St Kilda Road,,MELBOURNE,VIC,3004,355 St Kilda Road,,MELBOURNE,VIC,3004,03 9865 7555,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne,Metro,144.9770931,-37.83359283,1250,203,200,207,218,214,208,36,28.0,98,144.9770931,-37.83359283,Melbourne
Independent,2,2073,Islamic College of Melbourne,Pri/Sec,O,83 Wootten Road,,TARNEIT,VIC,3029,PO Box 8153,,TARNEIT,VIC,3029,03 8742 1739,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.660376,-37.854236,836,177,158,153,155,107,86,31,12.7,100,144.660376,-37.854236,Wyndham
Independent,2,2074,Southern Cross Grammar,Pri/Sec,O,2-20 Lancefield Drive,,CAROLINE SPRINGS,VIC,3023,PO Box 3092,,CAROLINE SPRINGS,VIC,3023,03 8363 2000,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.7396024,-37.71396413,549,100,100,99,95,80,75,29,4.6,86,144.7396024,-37.71396413,Melton
Independent,2,2076,Cornish College,Pri/Sec,O,65 Riverend Road,,BANGHOLME,VIC,3175,65 Riverend Road,,BANGHOLME,VIC,3175,03 9781 9000,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong,Metro,145.148761,-38.049197,435,79,67,60,80,70,79,30,6.8,92,145.148761,-38.049197,Greater Dandenong
Independent,2,2077,Melbourne Montessori College,Pri/Sec,O,4-6 Roselea Street,,CAULFIELD SOUTH,VIC,3162,4-6 Roselea Street,,CAULFIELD SOUTH,VIC,3162,03 9131 5201,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira,Metro,145.025671,-37.888167,91,22,15,20,15,11,8,,,,145.025671,-37.888167,Glen Eira
Independent,2,2080,Glenroy Private,Pri/Sec,O,93 Daley Street,,GLENROY,VIC,3046,93 Daley Street,,GLENROY,VIC,3046,03 9306 7988,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.9292633,-37.69777468,224,57,61,47,27,18,14,23,0.0,100,144.9292633,-37.69777468,Merri-bek
Independent,2,2081,Cathedral College Wangaratta,Pri/Sec,O,344 Wangaratta-Whitfield Road,,WANGARATTA,VIC,3676,P O Box 1086,,WANGARATTA,VIC,3676,03 5722 2144,NORTH-EASTERN VICTORIA,Ovens Murray,670,Wangaratta,Non Metro,146.329913,-36.385946,693,123,119,121,121,109,100,,,,146.329913,-36.385946,Wangaratta
Independent,2,2083,Divrei Emineh,Pri/Sec,O,442-452 North Road,,ORMOND,VIC,3204,P O Box 1162,,ELSTERNWICK,VIC,3185,03 9530 8777,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside,Metro,145.0350807,-37.90360104,45,2,8,17,8,6,4,-,-,-,145.0350807,-37.90360104,Bayside
Independent,2,2086,Australian Christian College Victoria,Pri/Sec,O,57 Samaria Road,,BENALLA,VIC,3672,PO Box 590,,BENALLA,VIC,3672,03 5764 7800,NORTH-EASTERN VICTORIA,Ovens Murray,101,Benalla,Non Metro,145.996681,-36.553925,123,28,30,32,23,10,0,,,,145.996681,-36.553925,Benalla
Independent,2,2097,Cobram Anglican Grammar School,Pri/Sec,O,40-48 Campbell Road,,COBRAM,VIC,3644,P.O BOX 607,,COBRAM,VIC,3644,03 5871 1816,NORTH-EASTERN VICTORIA,Goulburn,490,Moira,Non Metro,145.660055,-35.924283,175,32,28,32,25,43,15,26,1.1,63,145.660055,-35.924283,Moira
Independent,2,2099,Christway College,Pri/Sec,O,316-322 Kingston Road,,CLARINDA,VIC,3169,316-322 Kingston Road,,CLARINDA,VIC,3169,03 8551 6650,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston,Metro,145.111361,-37.95784,316,75,78,74,45,17,26,,,,145.111361,-37.95784,Kingston
Independent,2,2101,Alice Miller School,Pri/Sec,O,110 Bailey Road,,MACEDON,VIC,3440,83 Kerrie Road,,ROMSEY,VIC,3434,03 5426 1751,NORTH-WESTERN VICTORIA,Loddon Campaspe,413,Macedon Ranges,Non Metro,144.5331946,-37.44570261,260,51,43,43,41,45,37,32,12.2,77,144.5331946,-37.44570261,Macedon Ranges
Independent,2,2103,Al Iman College,Pri/Sec,O,20-40 Rees Road,,MELTON SOUTH,VIC,3338,PO Box 2337,,MELTON SOUTH,VIC,3338,03 9743 4140,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.5654845,-37.7071174,402,105,107,70,50,42,28,26,0.8,71,144.5654845,-37.7071174,Melton
Independent,2,2104,Edinburgh College,Pri/Sec,O,33-61 Edinburgh Road,,LILYDALE,VIC,3140,33-61 Edinburgh Road,,LILYDALE,VIC,3140,03 9728 2211,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.351985,-37.78489,332,74,66,64,53,35,40,28,1.0,68,145.351985,-37.78489,Yarra Ranges
Independent,2,2106,Harkaway Hills College,Pri/Sec,O,420-432 Belgrave-Hallam Road,,NARRE WARREN NORTH,VIC,3804,30 Derrymore Dr,,NARRE WARREN NORTH,VIC,3804,03 9796 9821,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.31587,-37.977493,68,19,22,12,15,0,0,,,,145.31587,-37.977493,Casey
Independent,2,2114,SEDA College (Victoria),Secondary,O,357 Camberwell Road,,CAMBERWELL,VIC,3124,PO Box 1237,,CAMBERWELL,VIC,3124,1300 117 332,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.054006,-37.830714,724,0,0,0,0,345,379,,,,145.054006,-37.830714,Boroondara
Independent,2,2116,Cheder Levi Yitzchok Inc,Pri/Sec,O,12 Chapel Street,,ST KILDA,VIC,3182,12 Chapel Street,,ST KILDA,VIC,3182,03 8372 0700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip,Metro,144.99191,-37.860567,39,17,12,0,10,0,0,,,,144.99191,-37.860567,Port Phillip
Independent,2,2223,Fernbrook School,Pri/Sec,O,16 Clevedon Road,,THE BASIN,VIC,3154,PO Box 215,,THE BASIN,VIC,3154,03 7038 6508,SOUTH-EASTERN VICTORIA,Outer Eastern Melbourne,145,Cardinia,Metro,145.321478,-37.860068,38,13,8,9,8,0,0,,,,145.321478,-37.860068,Cardinia
Independent,2,2230,Village High School,Secondary,O,450 Dalyston-Glen Forbes Road,,RYANSTON,VIC,3992,PO Box 863,,WONTHAGGI,VIC,3995,03 5678 7424,SOUTH-EASTERN VICTORIA,Inner Gippsland,74,Bass Coast,Non Metro,145.558829,-38.528556,68,14,12,13,9,9,11,I/D,I/D,25,145.558829,-38.528556,Bass Coast
Independent,2,2233,Djerriwarrh Community & Education Services | Djerriwarrh Community College,Secondary,O,239 Station Rd,,MELTON,VIC,3337,239 Station Rd,,MELTON,VIC,3337,03 8746 1000,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.577972,-37.686739,42,0,0,0,0,14,27,,,,144.577972,-37.686739,Melton
Independent,2,2236,Youth2Industry College,Secondary,O,"Level 2, 220 Albert Road",,SOUTH MELBOURNE,VIC,3205,"Level 2, 220 Albert Road",,SOUTH MELBOURNE,VIC,3205,03 9088 1110,SOUTH-WESTERN VICTORIA,Bayside Peninsula,460,Melbourne,Metro,144.966653,-37.837307,63,0,0,0,0,46,17,-,-,26,144.966653,-37.837307,Melbourne
Independent,2,2238,My College,Pri/Sec,O,92 – 96 Railway Crescent,,DALLAS,VIC,3047,92 – 96 Railway Crescent,,DALLAS,VIC,3047,03 9309 1515,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.923692,-37.675751,46,46,0,0,0,0,0,,,,144.923692,-37.675751,Hume
Independent,2,2241,Muhammadiyah Australia College,Pri/Sec,O,1-3 Killarney Drive,,MELTON,VIC,3337,1-3 Killarney Drive,,MELTON,VIC,3337,03-,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.604982,-37.682432,45,23,19,3,0,0,0,,,,144.604982,-37.682432,Melton
Independent,2,2243,Lysterfield Lake College,Pri/Sec,O,20 A’Beckett Road,,NARRE WARREN NORTH,VIC,3804,20 A’Beckett Road,,NARRE WARREN NORTH,VIC,3804,03 8518 6898,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.31604,-37.977477,40,20,20,0,0,0,0,,,,145.31604,-37.977477,Casey
Independent,2,2244,Plenty River College,Secondary,O,"Unit 5, 9 Danaher Drive",,SOUTH MORANG,VIC,3752,"Unit 5, 9 Danaher Drive",,SOUTH MORANG,VIC,3752,03 9435 9060,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.08148,-37.64875,51,0,0,0,20,13,18,-,-,-,145.08148,-37.64875,Whittlesea
Independent,2,2247,Urban College,Secondary,O,2-4 Langwith Avenue,,BORONIA,VIC,3155,2-4 Langwith Avenue,,BORONIA,VIC,3155,03 8203 2444,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox,Metro,145.28017,-37.861113,88,0,0,0,26,0,0,,,,145.28017,-37.861113,Knox
Independent,2,2249,Islamic College of Sport,Secondary,O,"The Pavilion, Coburg City Oval",19 Harding St,COBURG,VIC,3058,"Swinburne Centre, Punt Road Oval",,RICHMOND,VIC,3121,03-,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.967545,-37.743741,76,0,0,0,0,50,26,,,,144.967545,-37.743741,Merri-bek
Independent,2,2250,Mernda Hills Christian College,Pri/Sec,O,370 Bridge Inn Rd,,MERNDA,VIC,3754,370 Bridge Inn Rd,,MERNDA,VIC,3754,03 9717 7300,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.074653,-37.598508,180,55,32,26,25,24,18,,,,145.074653,-37.598508,Whittlesea
Independent,2,2255,All Saints Anglican School,Pri/Sec,O,320 Verney Road,,SHEPPARTON NORTH,VIC,3631,320 Verney Road,,SHEPPARTON NORTH,VIC,3631,1800 978 701,NORTH-EASTERN VICTORIA,Goulburn,283,Greater Shepparton,Non Metro,145.414733,-36.340316,122,66,56,0,0,0,0,,,,145.414733,-36.340316,Greater Shepparton
Independent,2,2256,Y Community School,Secondary,O,41 – 53 Miller Street,,EPPING,VIC,3076,PO Box 375,,SOUTH MORANG,VIC,3752,03 9407 6229,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.01957,-37.64856,60,0,0,0,19,29,12,,,,145.01957,-37.64856,Whittlesea
Independent,2,2257,OakTree College,Secondary,O,2/371 Somerville Road,,WEST FOOTSCRAY,VIC,3012,10 Constable Street,,BEVERIDGE,VIC,3753,03-,SOUTH-WESTERN VICTORIA,Western Melbourne,433,Maribyrnong,Metro,144.86536,-37.81121,15,0,0,0,0,0,0,,,,144.86536,-37.81121,Maribyrnong
Independent,2,2259,Corner Inlet College,Secondary,O,625 Fullers Road,,FOSTER,VIC,3960,625 Fullers Road,,FOSTER,VIC,3960,03-,SOUTH-EASTERN VICTORIA,Inner Gippsland,617,South Gippsland,Non Metro,146.196158,-38.709573,14,8,6,0,0,0,0,,,,146.196158,-38.709573,South Gippsland
